Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
IR17-ENGG-2-18690,"Indian Institute of Engineering Science And Technology, Shibpur",Howrah,West Bengal,54.42,17,71.02,40.30,59.43,58.47,32.82
IR17-ENGG-1-18627,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,54.32,18,79.66,28.87,63.69,76.69,13.50
IR17-ENGG-2-1-344,Indian Institute of Technology Patna,Patna,Bihar,54.02,19,74.78,27.70,72.78,72.78,14.35
IR17-ENGG-1-10356,Jamia Millia Islamia,New Delhi,Delhi,53.70,20,60.01,38.73,80.24,73.39,6.92
IR17-ENGG-2-1-340,Indian Institute of Technology Ropar,Rupnagar,Punjab,52.93,21,78.92,27.63,62.97,76.06,7.68
IR17-ENGG-1-1-493,National Institute of Technology Surathkal,Surathkal,Karnataka,52.87,22,62.53,32.60,73.71,64.28,31.56
IR17-ENGG-1-18632,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,52.58,23,57.19,40.14,69.42,67.49,27.52
IR17-ENGG-1-1-2809541361,"College of Engineering, Pune",Pune,Maharashtra,52.14,24,70.56,24.47,70.09,69.81,26.33
IR17-ENGG-2-18477,Shanmugha Arts Science Technology & Research Academy (SASTRA),Thanjavur,Tamil Nadu,51.44,25,62.38,36.31,67.32,67.13,16.73
IR17-ENGG-2-1-2813959492,Thapar University,Patiala,Punjab,51.35,26,56.85,41.77,73.33,52.08,18.90
IR17-ENGG-1-1-2811256746,Sri Sivasubrmaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,50.77,27,74.22,24.88,65.82,61.56,17.17
IR17-ENGG-1-1-249,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,50.60,28,81.23,14.74,60.24,70.29,27.33
IR17-ENGG-2-18639,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,50.60,28,78.98,17.99,66.78,74.26,7.24
IR17-ENGG-1-18628,Indian Institute of Technology Gandhinagar,Ahmedabad,Gujarat,50.43,30,79.73,14.41,59.25,75.94,27.54
IR17-ENGG-2-18672,"Indian Institute of Technology (Banaras Hindu University), Varanasi",Varanasi,Uttar Pradesh,49.92,31,61.22,25.36,71.67,59.03,37.11
IR17-ENGG-2-1-2811781771,Birla Institute of Technology,Ranchi,Jharkhand,49.92,31,65.59,29.36,64.22,72.08,13.80
IR17-ENGG-1-2811179135,PSG College of Technology,Coimbatore,Tamil Nadu,49.49,33,66.54,23.64,57.05,62.81,47.48
IR17-ENGG-2-18622,National Institute of Technology Warangal,Warangal,Telangana,49.47,34,66.94,25.44,68.92,65.85,14.01
IR17-ENGG-2-1-596,S.R.M Institute of Science and Technology,Chennai,Tamil Nadu,49.20,35,59.75,31.69,57.93,82.94,18.79
IR17-ENGG-2-1-NEW5,"National Institute of Industrial Engineering, Mumbai",Mumbai,Maharashtra,47.47,36,80.80,1.25,71.62,77.94,7.54
IR17-ENGG-2-1-2811366803,Thiagarajar College of Engineering,Madurai,Tamil Nadu,47.01,37,66.01,26.76,57.78,59.00,17.18
IR17-ENGG-1-11736,Pondicherry Engineering College,Puducherry,Pondicherry,46.37,38,66.45,20.44,69.40,61.68,2.54
IR17-ENGG-2-12907,Delhi Technological University,New Delhi,Delhi,46.19,39,50.95,24.48,72.90,67.16,22.64
IR17-ENGG-2-10949,Zakir Husain College of Engineering & Technology,Aligarh,Uttar Pradesh,46.18,40,71.30,33.57,47.24,48.05,4.57
IR17-ENGG-2-1-357,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,45.68,41,56.00,30.32,66.14,56.74,8.82
IR17-ENGG-1-1-225,"Visvesvaraya National Institute of Technology, Nagpur (Deemed University)",Nagpur,Maharashtra,45.52,42,60.59,21.88,61.04,69.96,15.72
IR17-ENGG-1-1-2816307230,Manipal Institute of Technology,Manipal,Karnataka,45.38,43,70.66,11.94,59.32,63.31,24.06
IR17-ENGG-2-18613,National Institute of Technology Calicut,Calicut ,Kerala,44.50,44,53.28,21.15,60.77,73.98,26.25
IR17-ENGG-1-1-2811981253,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,44.35,45,67.06,13.09,65.46,62.97,9.07
IR17-ENGG-2-18259,AMITY University,Gautam Budh Nagar,Uttar Pradesh,44.16,46,60.02,29.50,51.14,61.36,9.43
IR17-ENGG-2-1-336,Kalinga Institute of Industrial Technology,Bhubneshwar,Odisha,43.68,47,52.55,14.08,71.82,66.05,27.39
IR17-ENGG-2-1-668,Sri Venkateswara University,Tirupati,Andhra Pradesh,43.53,48,54.81,33.56,54.93,55.88,4.42
IR17-ENGG-1-29885,R.V. College of Engineering,Bengaluru,Karnataka,43.42,49,69.03,12.13,60.62,54.58,14.86
IR17-ENGG-1-18659,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,43.30,50,50.43,28.91,61.07,62.28,10.65
IR17-ENGG-1-11716,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,43.29,51,62.88,14.72,57.41,68.04,17.42
IR17-ENGG-2-1-2812016223,B.M.S. College of Engineering,Bengaluru,Karnataka,42.86,52,68.76,5.48,62.43,68.13,12.85
IR17-ENGG-1-18612,National Institute of Technology Silchar,Silchar,Assam,42.73,53,61.17,18.43,59.99,58.30,10.17
IR17-ENGG-2-1-321,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,42.63,54,51.11,19.82,64.97,81.02,2.63
IR17-ENGG-2-18649,National Institute of Technology Durgapur,Durgapur,West Bengal,42.56,55,48.09,34.95,50.88,57.93,16.69
IR17-ENGG-1-18257,"Indraprastha Institute of Information Technology-New Delhi (IIIT New Delhi, Delhi)",New Delhi,Delhi,42.55,56,48.55,20.83,70.69,55.41,20.45
IR17-ENGG-1-12121,Kongu Engineering College,Perundurai,Tamil Nadu,42.43,57,60.47,13.96,60.80,62.39,17.04
IR17-ENGG-2-1-11112,Vel Tech Rangarajan Dr.Sagunthala R&D Institute of Science and Technology,Chennai,Tamil Nadu,42.31,58,60.49,23.07,42.07,73.59,14.68
IR17-ENGG-2-18615,National Institute of Technology Hamirpur,Hamirpur ,Himachal Pradesh,42.02,59,55.11,19.99,62.59,67.66,1.95
IR17-ENGG-1-1-144,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,41.61,60,52.27,28.60,53.50,58.03,8.53
IR17-ENGG-2-1-441,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,41.25,61,51.97,13.74,71.45,65.33,7.20
IR17-ENGG-2-18312,Karunya Institute of Technology and Sciences-Coimbatore,Coimbatore,Tamil Nadu,40.97,62,54.14,20.06,49.83,77.68,9.66
IR17-ENGG-1-18288,Jawaharlal Nehru Technological University,Hyderabad,Telangana,40.45,63,54.92,17.44,63.55,55.51,4.82
IR17-ENGG-2-24411,Shri Ramdeobaba College of Engineering and Management,District Nagpur,Maharashtra,40.36,64,64.46,2.11,56.14,70.19,21.36
IR17-ENGG-1-18631,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,40.20,65,68.80,8.51,50.37,60.47,8.90
IR17-ENGG-2-10518,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,40.18,66,59.88,2.45,58.41,72.03,25.99
IR17-ENGG-2-12233,"G. H. Raisoni College of Engineering, NAGPUR",Nagpur,Maharashtra,39.87,67,52.12,8.90,55.53,69.84,34.72
IR17-ENGG-1-11519,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,39.64,68,58.15,12.72,54.89,66.69,7.28
IR17-ENGG-2-1-424,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM), Jabalpur",Jabalpur,Madhya Pradesh,39.46,69,45.09,20.91,62.10,69.27,3.13
IR17-ENGG-2-18620,"Malaviya National Institute of Technology, Jaipur",Jaipur,Rajasthan,39.38,70,50.94,25.26,52.53,53.47,6.62
IR17-ENGG-1-18173,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat,39.38,70,55.93,7.81,60.31,70.52,11.47
IR17-ENGG-1-1-2812032529,Siddaganga Institute of Technology,Tumkur,Karnataka,39.36,72,64.56,5.41,59.89,59.86,4.00
IR17-ENGG-2-1-2811134396,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,39.21,73,54.66,11.50,60.25,60.08,13.05
IR17-ENGG-2-12969,Guru Gobind Singh Indraprastha University,Dwarka,Delhi,39.16,74,51.63,25.78,53.25,49.44,3.45
IR17-ENGG-1-1-2812988445,International Institute of Information Technology,Hyderabad,Telangana,38.95,75,40.86,24.99,62.56,51.30,15.51
IR17-ENGG-1-17931,"Faculty of Technology & Engineering, The Maharaja Sayajirao University of Baroda",Vadodara,Gujarat,38.81,76,58.28,16.62,52.82,48.97,8.81
IR17-ENGG-1-1-2809338810,Army Institute of Technology,Pune,Maharashtra,38.70,77,54.85,1.05,67.36,76.35,8.24
IR17-ENGG-1-1-2811457679,"PSNA College of Engineering and Technology, Dindigul",Dindigul,Tamil Nadu,38.27,78,56.27,7.10,57.06,65.64,12.90
IR17-ENGG-2-18406,Nirma University,Ahmedabad,Gujarat,38.07,79,54.77,13.56,54.21,56.89,10.38
IR17-ENGG-1-1-2814018067,University College of Engineering,Hyderabad,Telangana,38.06,80,61.64,2.55,63.13,59.62,2.12
IR17-ENGG-2-1-2813435762,Sagi Ramakrishnam Raju Engineering College,Bhimavaram,Andhra Pradesh,37.88,81,58.45,0.83,56.33,71.44,16.85
IR17-ENGG-2-1-2456189964,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,37.74,82,58.07,6.31,58.34,59.69,7.88
IR17-ENGG-2-18296,Jaypee University of Information Technology-Solan,Solan,Himachal Pradesh,37.46,83,49.84,13.87,52.03,76.54,2.91
IR17-ENGG-1-1-2811165868,R.M.K. Engineering College,Kavaraipettai,Tamil Nadu,37.45,84,60.64,4.51,55.86,61.68,5.67
IR17-ENGG-1-1-556,Punjab Engineering College,Chandigarh,Chandigarh,37.44,85,51.52,6.65,60.52,62.62,16.34
IR17-ENGG-2-1-541,PES University,Bengaluru,Karnataka,37.31,86,52.98,8.51,56.54,58.95,16.59
IR17-ENGG-2-18392,National Institute of Technology Manipur,Manipur,Manipur,37.27,87,62.72,0.68,54.18,70.89,3.19
IR17-ENGG-1-18575,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,37.11,88,57.25,2.82,48.23,70.42,23.89
IR17-ENGG-2-1-57,B.S. Abdur Rahman Institute of Science and Technology,Chennai,Tamil Nadu,36.97,89,62.60,9.92,42.97,62.83,3.51
IR17-ENGG-2-10487,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,36.93,90,58.85,1.35,57.79,65.58,7.45
IR17-ENGG-2-15188,Saveetha Engineering College,Sriperumbudur,Tamil Nadu,36.88,91,49.94,4.73,64.45,70.27,5.64
IR17-ENGG-1-26228,C.V. Raman College of Engineering,Bhubneshwar,Odisha,36.82,92,52.53,5.51,49.95,72.48,21.66
IR17-ENGG-2-10284,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,36.80,93,49.73,9.47,55.11,62.08,18.11
IR17-ENGG-2-10476,"Maharashtra Institute of Technology, Pune",Pune,Maharashtra,36.75,94,62.70,3.40,52.13,63.39,1.46
IR17-ENGG-1-12784,BMS Institute of Technology & Management,Bengaluru,Karnataka,36.67,95,60.50,5.27,50.66,62.29,5.78
IR17-ENGG-2-12411,Sri Sai Ram Engineering College,Chennai,Tamil Nadu,36.64,96,54.19,3.84,59.32,68.75,4.86
IR17-ENGG-2-12581,ST. Joseph's College of Engineering,Chennai,Tamil Nadu,36.51,97,59.47,6.74,49.39,64.92,2.80
IR17-ENGG-2-1-31,Andhra University,Visakhapatnam,Andhra Pradesh,36.42,98,41.94,15.81,66.86,48.27,9.03
IR17-ENGG-2-1-2810997882,K.S.Rangasamy College of Technology,Tiruchengode,Tamil Nadu,36.40,99,53.78,14.29,46.44,60.98,5.85
IR17-ENGG-2-1-365,National Institute of Technology Meghalaya,Shillong,Meghalaya,36.21,100,62.02,4.12,48.34,60.60,6.29
